rna	protein	methylation
SERPING1	0.0035346499508434	0.81833550301967	3.69486740329228e-05
SSRP1	0.0127257887994535	0.65129530509798	1
PTPRJ	0.631670798112107	0.923266362134876	1
ARFGAP2	0.823991467312772	0.55832602888094	1
CELF1	0.948918942597014	0.738820537503303	1
HIKESHI	0.0284876260810775	0.0415959381701969	0.31944409477779
ENDOD1	0.033036760407002	0.662006203148412	2.66274639390913e-07
CCDC82	0.00139001116936054	0.454259357818172	1
TENM4	0.329520920358809	0.0277683634873363	1
SERPINH1	0.0702763727555592	0.024768207443507	1
CAPN5	0.201498648775459	0.022052972831095	1
INTS4	0.14268720382479	0.419316947256383	1
PAK1	0.0439019108818546	0.157020334542396	0.00230662461512212
RPS3	0.014379273374275	0.0074788433222434	1
TTC12	6.48528687003245e-05	0.0010296691016597	1
NCAM1	3.50886360293813e-05	0.0097146594996231	1
NPAT	0.0124149399472286	0.923266362134876	1
ATM	0.019089096540952	0.911506474750994	1
AASDHPPT	0.00221588302374803	0.0816536593184558	1
ST14	0.806416705738058	0.619598904466966	1
HYOU1	0.314476964063261	0.0954988281153306	1
KAT14	0.424427289102306	0.41083487637907	1
TKFC	0.631670798112107	0.256956803214887	1
MTA2	0.0089177806511378	0.716565579503623	9.15362856320122e-05
EML3	0.329520920358809	0.303064484317034	1
INCENP	0.086693087092954	0.923266362134876	1
PLCH2	0.0741324734356036	0.210511179936555	1
CPSF7	0.00125254584570319	0.019600451856125	1
B3GAT3	0.318196830411695	0.578420892719129	0.000381708805846542
CHEK1	0.221443787928816	0.419316947256383	1
FEZ1	0.227382121759549	0.806839866740437	1
ESAM	0.942918705896909	0.829870331803484	1
KIRREL3	0.177740569569693	0.290428180877914	1
SCN2B	0.783129816021093	0.117970523517539	0.010110840857443
SIDT2	0.30348208784289	0.157020334542396	1
TAGLN	0.0140349925070997	0.0026932352249908	1.19138541114502e-10
JPH2	0.0522827527646013	0.672786708421045	1
KIAA1755	0.0728292479158142	0.837119318452261	1
DSN1	0.883139971374672	0.970448180392886	1
SOGA1	0.12620636209424	0.727664348535171	1
LSM14B	0.0702763727555592	0.619598904466966	1
YTHDF1	0.783129816021093	0.18475576467892	1
CABLES2	0.500250786213619	0.365892313091183	1
FERMT3	0.626292893585902	0.683634890934618	1
PLCB3	0.11118283365497	0.0041389259826164	1
TM7SF2	0.936921566913605	0.0039491748157882	1
VPS51	0.000220232752725453	0.994088338219466	1
PPP4C	0.97895519530301	0.189710853318659	1
DOC2A	0.245843614593239	0.394179535172429	1
HIRIP3	0.0291042880953105	0.54840747009319	1
TAOK2	0.437837040713213	0.117970523517539	1
TMEM219	0.97895519530301	0.12927423552472	1
HMGA2	0.0757724166116533	0.34503919067504	1
CNKSR2	0.930927847880785	0.402455548030431	1
CNTN5	0.0508252382851129	0.152721968493769	1
MPP7	0.138071898318847	0.619598904466966	1
ITGB1	0.620933945121149	0.946833961802666	1
PCDH15	1.86689433554017e-06	0.0462521650786471	1
CTF1	0.00011978754527531	0.459424124603243	1.26656183058827e-05
CWC15	0.0809946879329157	0.519184084823926	1
ARID5B	0.714449857456282	0.596637426332484	1
CDH8	0.630163612105978	0.0029673121240742	1
DCUN1D2	0.0896943939783226	0.0415959381701969	1
TMCO3	0.0373897718807786	0.036010035626059	1
EEF1AKMT1	0.0206109870985421	0.509624754672974	9.49534172682584e-08
SAP18	0.95492195030477	0.454259357818172	1
ADGRL3	0.000726030975181612	0.029938243706112	1
KIAA1328	0.00363468102130586	0.0039491748157882	0.149550498956137
FAM124A	0.0938149836845446	0.486638277815191	1
MIA2	0.170282842474142	0.41083487637907	1
HNMT	0.895055463731752	0.0334657217462253	1
LYPD1	0.0465664563028651	0.923266362134876	3.55032852521217e-08
PDCD4	2.44959901664966e-05	0.0007484072325732	1
ADRA2A	0.457220954522887	0.0668139625554291	1
GPM6A	0.479433026602331	0.170465732142578	0.0114714455294298
WDR17	0.285706838171043	0.346718640199318	1
CNDP1	0.883139971374672	0.578420892719129	1
FSIP1	1.47101549021639e-05	0.317465508006736	1
DLG2	0.337207150276851	0.588594221619354	1
PRSS23	0.829868985222966	0.619598904466966	1
MTMR12	0.691549480396046	0.705526359166247	1
PPP1R1C	0.0160629151369185	0.029938243706112	1
CCT5	0.019089096540952	0.0130612661035257	1
DOCK1	0.0195332645485801	0.227160506622712	1
DIXDC1	0.0465664563028651	0.0816536593184558	1
DLAT	0.498560431184108	0.27608428271927	0.0091805927126575
NKAPD1	0.00682898485729275	0.397370201289167	1
PTS	0.578771792660395	0.256956803214887	1
PIP4K2A	0.104195680800425	0.0531363850298677	1
FREM2	0.175229329536633	0.0869826237433354	1
FOXO1	0.120405452784465	0.199913511108796	7.62486663132815e-09
CRIM1	0.503402192533129	0.0234371495616724	1
SEC24D	0.0199859365521146	0.0009265506693013	1
ABCB9	0.160690970794968	0.650873850088686	1
RILPL2	0.0728292479158142	0.662006203148412	0.000112563880723099
DHX37	0.299872073461851	0.227160506622712	1
ITPR1	0.299872073461851	0.672786708421045	1
TKTL2	0.0166576404280605	0.010140378534923	1
SLC7A11	0.0522827527646013	0.619598904466966	1.19138541114502e-10
NOCT	0.0344527130688037	0.157020334542396	1
GPR158	0.00139001116936054	0.058844215587877	1
DCP1B	0.190680595803861	0.500158378158135	1
CACNA1C	0.766770466769046	0.630089834988991	1
NGLY1	0.389813314691594	0.935043046278691	1
OXSM	0.163051564123562	0.215959922023962	1
UEVLD	0.0618874827872338	0.427901135282375	1
TMEM263	0.620933945121149	0.55832602888094	0.166794067048623
UBE3B	0.474711828865841	0.0984815867449466	1
ANK3	0.90699364933795	0.317190986635688	1
PLBD2	0.742832814670442	0.0478986728808104	1
DLG5	0.00447784005230383	0.0028272424669807	1
SLC2A13	0.0228874450690774	0.783975673771804	1
GXYLT1	0.278789065918419	0.161409789892606	0.000213839265537057
TWF1	0.296289540466072	0.036010035626059	1
DIP2C	0.00502460272569926	0.0173895984282517	1
EIF4E	0.912970453068574	0.0288357353325397	1
MAGI1	0.389813314691594	0.369976338761913	1
TEX30	0.00237202288216764	0.445373097879417	1
CSNK1G3	0.30348208784289	0.32441362099169	1
SRFBP1	0.708816958400393	0.232913564993497	1
AKAP6	0.0223811551251779	0.0288357353325397	1
NPAS3	0.847555039858339	0.588594221619354	1
FAM177A1	0.0493586953686083	0.509624754672974	1
MBIP	4.93832482913459e-05	0.0717904623916318	1
EXT2	0.124250128189931	0.472328250759407	1
ME3	0.00322760040459936	0.0629253624213935	3.69486740329228e-05
NUBPL	0.069026411412646	0.0322523100546643	1
NEK7	0.437837040713213	0.0154005332062763	1
FER	0.167847393468643	0.215959922023962	1
VIPAS39	0.0430413980217813	0.509624754672974	1
ANKRD50	0.271981083219954	0.317190986635688	1
UPF2	0.000532903049079208	0.0034263572694679	1
CDC123	0.000326086252135379	0.0003453584207179	1
SCLT1	0.140130425402037	0.858027656987521	1
C4orf33	0.594431504106697	0.500158378158135	1
FRMD4A	0.00701722405613785	0.263227691353225	3.55032852521217e-08
PTPRO	0.508267608145204	0.578420892719129	1
EPS8	0.664323118350189	0.772611799575185	1
ACAD8	0.299872073461851	0.0869826237433354	1
THYN1	0.261974649912804	0.538576727160961	1
VPS26B	0.112983447835892	0.772611799575185	1
NCAPD3	0.11118283365497	0.215959922023962	1
VTI1A	0.00198054678418495	0.876353071543692	1
QDPR	0.829868985222966	0.463244705418096	1
QTRT2	0.262320200938901	0.282670603105127	1
MMAA	0.279072916392956	0.81833550301967	1
ZNF827	0.019089096540952	0.27608428271927	1
EDNRA	0.242699054938287	9.43548514013731e-05	1
NR3C2	0.0136976104568259	0.0531363850298677	0.000241215753484135
AKR1C2	0.219154311130531	0.144394620955936	1
DPYSL4	6.82124704132376e-06	0.0513397044021404	1
ADAM8	0.610273836420109	0.255584158843296	1.48923176393128e-08
ITIH2	0.398308944390434	0.694548778780357	1
KIN	0.00208586523300658	0.0984815867449466	1
INPP1	0.0273014649511198	0.0984815867449466	1
MFSD6	0.296289540466072	0.244727996007518	1
ASAP2	0.68644001853673	0.640655901322456	1
ADAM17	0.307119580544439	0.436586762436574	1
FLI1	0.823991467312772	0.65129530509798	1
WWC2	0.0574604021539389	0.419316947256383	1
CENPU	0.558186008581476	0.649256134045591	0.0411116262800624
ACSL1	0.829868985222966	0.227160506622712	1
SLC25A4	0.196037437357962	0.982266312688503	1
AMN1	0.488948498909822	0.640655901322456	0.0086007824851395
BICD1	0.00364238088073963	0.0037673570967758	1.39557695676117e-05
SAV1	0.594431504106697	0.0629253624213935	1
NBAS	0.64667605230598	0.86468577953023	1
ZNF385D	0.429729637112095	0.329988324878563	7.48666592363533e-07
GUF1	0.0323529724632102	0.221509489353476	0.129032258064516
GABRA2	0.0204472339323378	0.472328250759407	1
SACS	0.442358207032157	0.092588850229823	1
CCDC175	0.0663475248616943	0.381354176490309	3.57415623343507e-09
FBXO4	0.0223811551251779	0.377939487321328	2.38277082229005e-10
GFRA1	0.00107423362109774	0.0276202373621008	1
CACUL1	0.00129701116191347	0.125100501967154	1
DST	0.0991773443342648	0.317190986635688	1
TIAL1	0.00548172410994358	0.0125279726152653	1
BAG3	0.624699740003269	0.238769221089691	5.2420958090381e-09
TMEM132D	0.188992537683686	0.662812601475249	1
RABGAP1L	0.289466603701582	0.402455548030431	1
MZT2B	0.299872073461851	0.354365624619421	1
ASTN1	0.451476736301317	0.331742496067516	1
PTPN14	0.0127257887994535	0.148513725636281	1
MGAT5	0.158355114276524	0.427901135282375	1
TMEM163	0.498560431184108	0.27608428271927	1
HSPB8	0.664323118350189	0.303064484317034	1
GEMIN6	0.0991773443342648	0.490786109629087	1
TMEM178A	0.318196830411695	0.0842999696467928	0.000449472067846025
GRID2	0.00201038818316447	0.010140378534923	7.62486663132815e-09
RIT2	0.972944354349335	0.419316947256383	1
ARL14EP	0.61559418440011	0.0431018461238187	1
EPG5	0.285706838171043	0.0897505005255134	1
PSTPIP2	0.754282780824207	0.54840747009319	0.000912972579769742
SPC25	0.518068762449255	0.111163338266246	1
PDK1	0.249015337973542	0.269603408140199	1
TGOLN2	0.680885768260498	0.238769221089691	1
POC5	0.0959353191233166	0.717193862323111	1
SPOCK1	0.107646483092713	0.619598904466966	1
TADA1	0.841651079766022	0.519184084823926	1
GUCY1A2	0.0178064079893946	0.0478986728808104	1
CWF19L2	0.00628968353097537	0.194763176462798	1
JMY	0.00535316521043495	0.727664348535171	1
HOMER1	0.0272862742097741	0.829870331803484	1
XRCC4	0.0035346499508434	0.55832602888094	1
ZNF776	0.182839531981833	0.207461196496864	1
RPP38	0.00182142010732022	0.994088338219466	1
NMT2	0.0124149399472286	0.0016387182201606	1
USP12	0.760027377839106	0.619598904466966	1
CCDC50	0.299872073461851	0.0495941614031043	1.80149388019239e-06
CAMK4	0.0154545927637503	0.946833961802666	1
TRIM36	0.36904074503398	0.0842840627462018	7.55338350665945e-08
ZFP36L2	0.158355114276524	0.445373097879417	1
PAN3	0.239581617257317	0.346718640199318	7.55338350665945e-08
PFKM	0.731437037468733	0.369976338761913	1
GRIA4	8.00547106380476e-05	0.0093049442824687	1
SPARCL1	0.204268596430601	0.750031981357858	1
MBNL1	0.479433026602331	0.923266362134876	1
NADK2	0.508267608145204	0.339177541811826	1
GPD1L	0.812265023474445	0.454259357818172	1
GJA1	0.00154019868247212	0.472328250759407	2.7044448832992e-08
SLC30A6	0.532943802701451	0.369976338761913	1
SAR1B	0.0051698237278737	0.519184084823926	1
GPR180	0.183870883088374	0.0765926915784043	1
ANKRD22	0.604973127272146	0.150134328409914	1
FARP1	0.12620636209424	0.179897106213268	1
PANK1	0.00194561874347599	0.454259357818172	1
HNRNPDL	0.00740688530188226	0.250790374339723	1
UTRN	0.537947676114568	0.263227691353225	1
GRM1	0.233944398798252	0.310074615721289	1
PTPRK	0.0204472339323378	0.157020334542396	1
RAB3C	0.170282842474142	0.54840747009319	0.0833280510580513
RAD17	0.204268596430601	0.227160506622712	1
MED21	0.442358207032157	0.716565579503623	1
PLOD2	0.0665786621552623	0.0462521650786471	1
NRSN1	0.95492195030477	0.65272921029556	1
SREK1IP1	0.886666923919029	0.91517133692073	1
LGI2	0.493742482749911	0.463244705418096	1
CWC27	0.033036760407002	0.0238325917654758	1
MR1	0.0607563437041811	0.738820537503303	1
CENPH	0.325718829993052	0.244727996007518	1
CDYL	0.00578688976060165	0.0717904623916318	1
CARHSP1	0.114805876253086	0.210511179936555	0.191445875860856
TXNDC11	0.100829268949264	0.118337378938512	1
DAB2	0.697239726174731	0.55832602888094	1
ANAPC1	0.240054073120116	0.0115189042202442	1
CAST	0.0132559333349947	0.0105826293893526	1.19138541114502e-10
SCOC	0.175229329536633	0.866883683127942	1
CLGN	0.000782749682350805	0.107878014597277	0.531705214385435
CETN3	0.167847393468643	0.189710853318659	1
SMARCA5	0.278789065918419	0.472328250759407	1
HNRNPU	0.0228874450690774	0.5683309908015	1
RANBP2	0.132212256363227	1	1
AHCTF1	0.0943449214211881	0.5683309908015	1
MERTK	0.381424027384796	0.0277683634873363	1
TMEM87B	0.27537135803204	0.0446535740619552	2.64063428067828e-05
PLA2R1	0.00322760040459936	0.82051282051282	0.000715618275889616
RBMS1	0.325718829993052	0.210511179936555	1
SLC25A27	0.227382121759549	0.958636533973896	1
ADGRF1	0.742493875534816	0.0453842167406447	1
CYRIB	0.0585429592498171	0.227160506622712	1.19138541114502e-10
ASAP1	0.0536268788044167	0.0954988281153306	1
TRAPPC8	0.373141663283033	0.0115189042202442	1
LPCAT1	0.0896943939783226	0.0608564500479017	1
NMRAL1	5.48435279341385e-08	0.003593179380845	1
UBALD1	0.0596415541735629	0.32441362099169	1
ING1	0.0389395872155092	0.175134047312123	1
ADPRHL1	0.81423176221181	0.923266362134876	1
FBXL2	0.170282842474142	0.101538275149045	1
UBP1	0.102501999242435	0.0136145393998766	1
RMND5A	0.00386625895975909	0.175134047312123	1
CD8A	0.00201038818316447	0.971428571428571	1
RPIA	0.0975460767312917	0.727664348535171	1
PTPRD	0.771554365810948	0.0446535740619552	1
GTF2E1	0.0162079744090728	0.419316947256383	1
CFDP1	0.00646529253199746	0.0513397044021404	1
CMIP	0.74855116562505	0.019600451856125	1
SPHKAP	0.0351150641535392	0.015272098147537	1
KCNJ16	0.27537135803204	0.671722368184109	1
PID1	0.00422400699130876	0.0373428699853714	1
TRIP12	0.594431504106697	0.221509489353476	1
CEBPG	0.201498648775459	0.779466833750623	1
KCTD15	0.0512931645346805	0.427901135282375	1
LGI4	0.252214267199225	0.853047912668327	1
DDAH1	0.177740569569693	0.152721968493769	0.0362948454125812
SREK1	0.714449857456282	0.672786708421045	1
CHD1	0.841651079766022	0.107878014597277	1
ANKFN1	0.341091228256431	0.322143855313294	1
HS2ST1	0.0781511705821627	0.289362615318698	0.00282122983525274
MSI2	0.493742482749911	0.500158378158135	9.49534172682584e-08
CACNA2D1	0.0522827527646013	0.0010851200558892	1
GDPD1	0.00170407005763687	0.0062568432903036	1
NUS1	0.658836447768273	0.22923837503973	1
PPP2R5E	0.163051564123562	0.144394620955936	1
AK5	0.424427289102306	0.221509489353476	1
IMPACT	0.411250381215378	0.107878014597277	0.136709944283807
ANKRD29	0.00243339947724293	0.958636533973896	0.000156487401507029
SDHAF4	0.488948498909822	0.727664348535171	0.00948243044484817
JPH3	0.00243908072352039	0.446737660676994	1
ANKH	0.829868985222966	0.630504379341589	1
OTULIN	0.918951968110163	0.227160506622712	1
UBASH3B	0.402596442154961	0.244727996007518	1
ROBO4	0.548022644319972	0.302745148042789	1
NRGN	0.242699054938287	0.982266312688503	1
RETREG1	0.0474828113026704	0.500158378158135	1.07224687003052e-08
TOMM70	0.0503185303443945	0.761296480002007	1
ABI3BP	0.0178064079893946	0.0401348180845839	1
PITPNC1	0.859387236612333	0.175134047312123	0.00203774393928287
CC2D1B	0.97895519530301	0.263227691353225	1
PRKCA	0.942918705896909	0.114527135166908	1
LRRK1	0.918951968110163	0.371773747456604	1
CEP112	0.000175337501596262	0.0136145393998766	1
ABCA5	1.12325173337234e-05	0.205162605871226	1.84966159236498e-05
C4orf19	0.00410175280214478	1	1
UCHL1	0.61559418440011	0.946833961802666	1
MIA3	0.175229329536633	0.377939487321328	1
DISP1	0.0316807218625611	0.223223831689236	1
TNIK	0.0585429592498171	0.092588850229823	1
FAM167A	0.446904811927386	0.749222523922456	1
NEIL2	0.912970453068574	0.970448180392886	1
PGM5	0.573593457679033	0.970448180392886	0.0600165741845104
TRIM11	0.0140349925070997	0.255451786299124	1
ENAH	0.000220232752725453	0.0136145393998766	1
CCSAP	0.532943802701451	0.427901135282375	1.36377888013771e-06
SH3RF1	0.61559418440011	0.0059808952352731	1
GBP5	0.147521510011067	0.899765938477385	1
BUB3	0.00143861377907794	0.528835161908329	1
SRSF12	0.00313044576212901	0.058844215587877	1
PDLIM3	0.0563937282574093	0.0816536593184558	1
SORBS2	0.278789065918419	0.140363651575472	1
ELOC	0.847555039858339	0.772611799575185	1
LY96	0.221443787928816	0.765917947558291	0.00398486467071283
CXADR	0.0344395178021019	0.716565579503623	6.82985514647108e-06
CHODL	0.00231205307203766	0.654545454545455	0.306014999171805
NCAM2	0.147042932057452	0.0047588544761346	5.4112725374207e-07
PDE1C	0.000230303739927273	0.0173895984282517	1
MRPL39	0.310784542315723	0.640655901322456	1
JAM2	0.771554365810948	0.06505208209248	1
ATP5PF	0.134260389904663	0.125100501967154	1
ADAMTS1	0.00802555650869973	0.296114850989947	1
TSEN2	0.00410835945689747	0.289362615318698	1
XPC	0.613833900051331	0.232913564993497	1
CCDC174	0.0303702708683312	0.490786109629087	1
FGD5	0.877191531969555	0.16677304218334	1
DPH3	0.930927847880785	0.823755223491389	1
OXNAD1	0.703199259335796	0.0212073387417796	1
PLCL2	0.126206660781127	0.772611799575185	1
CXXC1	0.00682898485729275	0.194763176462798	1
SKA1	0.282234221118993	0.0873861843510787	0.0251651696375831
PPP4R1	0.0728292479158142	0.32441362099169	1
APCDD1	0.0284876260810775	0.145003753830134	1
USP43	3.71888519120614e-05	0.362702665837994	1
RAB6B	0.230391558709467	0.402455548030431	0.000715618275889616
EPHB1	7.34137947201224e-06	0.007816011642838	2.26363228117554e-09
ACSS1	0.658836447768273	0.189710853318659	2.38277082229005e-10
ANKRD40	0.647915917417165	0.210511179936555	1
CA10	0.0199859365521146	0.510939349874849	1
SEPTIN14	0.147520571669175	0.876353071543692	1
APOOL	0.107646483092713	1	1
FBXL18	0.236491254195405	0.427901135282375	1
CNTNAP5	0.0113793592929785	0.32441362099169	1
PTPRN2	0.0532874482494996	0.369976338761913	1
ATP6V1C1	0.960927405901721	0.662006203148412	1
OTUD6B	0.806416705738058	0.463244705418096	1
CDK19	0.0373897718807786	0.377939487321328	1
GTF3C6	0.069026411412646	0.806839866740437	1
TTC39B	0.000230303739927273	0.911506474750994	1
AGPAT5	0.731437037468733	0.189710853318659	1
MMS19	0.0213961990339416	0.0310767952238468	1
PI4K2A	0.0439019108818546	0.795385805194481	1
MARVELD1	0.0223811551251779	0.0007896872753736	1.18661986950044e-07
ZFYVE27	0.00194561874347599	0.0741598123676629	1
GOLGA7B	0.329520920358809	0.672786708421045	1
TRMT44	0.086693087092954	0.799787836875003	1
SLC25A28	0.0323529724632102	0.0656504914920784	1
HSPA13	0.218514771601426	0.0954988281153306	0.00383842934533526
SAMSN1	0.948918942597014	0.377939487321328	0.208469151920127
USP25	0.948918942597014	0.994088338219466	1
ZCCHC10	0.850291380903795	0.100287746619967	1
C16orf87	5.2194223024484e-05	0.247551141668789	0.0160129783617418
MOV10	0.68644001853673	0.269603408140199	1
PPM1J	5.68994089451035e-05	0.876353071543692	1
DBI	0.806416705738058	0.54840747009319	0.248778212200116
SLC16A1	0.877191531969555	0.0478986728808104	4.56658028091887e-07
HEATR3	0.930927847880785	0.144394620955936	1
OXA1L	0.823991467312772	0.419316947256383	1
LARP1	0.823991467312772	0.0029673121240742	1
CNOT8	0.086693087092954	0.386007358614507	1
GRIA1	0.675348030681143	0.0513397044021404	1
NUP205	0.97895519530301	0.538576727160961	1
PIK3AP1	0.841651079766022	0.362118279299247	1
RBM45	0.104871782494032	0.795385805194481	1
TTN	0.823212585948768	0.0608564500479017	1
VSIG4	0.345002569785677	0.783975673771804	1
PDIA4	0.00628968353097537	0.0032666152126188	1
KDM8	0.0291042880953105	0.289362615318698	1
KCTD18	0.61559418440011	0.5683309908015	1
C2CD6	0.0565553050529635	0.0827249891345183	1
TMEM237	0.420008979973042	0.88804729497073	1
FZD7	0.000726030975181612	0.263227691353225	0.0943784574090262
DEPTOR	0.0783482298136827	0.0028272424669807	1
FMN2	0.292734492156241	0.205162605871226	1
ELMO1	0.0162079744090728	0.970448180392886	1
SLC26A2	0.389813314691594	0.161409789892606	1
LSM11	0.0728292479158142	0.750031981357858	1
SLC24A2	0.329520920358809	0.783975673771804	1
PXYLP1	0.138426687758681	0.386007358614507	0.0150924609764404
ADCY8	0.0741324734356036	0.215959922023962	0.000146720543045003
RASA2	0.812265023474445	0.970448180392886	1
RMND1	0.00781466530336414	0.41083487637907	1
VBP1	0.170282842474142	0.81833550301967	1
RAB39B	0.0405407577348735	0.250790374339723	1
CLIC2	0.0430413980217813	0.0016387182201606	0.399275247382042
MICU3	0.589191024123569	0.0531363850298677	1
GRIP1	0.349258078899613	0.445373097879417	1
VPS37A	0.402596442154961	0.795385805194481	1
KIF5A	0.0630351284450379	0.148513725636281	1
PSD3	0.972944354349335	0.386007358614507	1
CARNMT1	0.806416705738058	0.210511179936555	1
MCU	0.00701722405613785	0.019600451856125	1
GNA14	0.177740569569693	0.165891280705499	1
FAM161B	0.871249718616199	0.312505733239535	1
GNAQ	0.360919740299306	0.056887536049312	1
MMP16	0.000251634433974335	0.0235966406498221	1
ADK	0.0140349925070997	7.37222223704002e-05	1
KCNMA1	0.239581617257317	0.419316947256383	1
DCK	0.620933945121149	0.427901135282375	1
DPY19L4	0.597693517472553	0.268633901443952	1
NDUFAF6	0.261974649912804	0.289362615318698	1.07224687003052e-08
ART3	0.0106801507405333	0.227160506622712	1
WHAMM	0.292734492156241	0.578321356202313	1
N6AMT1	0.381424027384796	0.114527135166908	1
RWDD2B	0.218514771601426	0.276542633909298	1
USP16	0.664323118350189	0.022052972831095	1
CCT8	0.61559418440011	0.0629253624213935	0.0943784574090262
MAP3K7CL	0.00120939261819624	0.0357366629543706	6.82985514647108e-06
BACH1	0.437837040713213	0.783975673771804	1
TSPAN7	0.532943802701451	0.958636533973896	1
TIAM1	0.720097684691909	0.0401348180845839	1
SCAF4	0.578771792660395	0.472328250759407	1
CDK20	0.271981083219954	0.0238325917654758	1
PCGF6	0.00911300506286233	0.433175736397479	1
SORCS3	0.00162760630548201	0.117970523517539	1
SFXN2	0.0158275590988981	0.238769221089691	1
PCDH1	0.0959353191233166	0.55832602888094	9.15362856320122e-05
MTERF3	0.474711828865841	0.970448180392886	1
PTDSS1	0.895055463731752	0.0694834893535557	1.19138541114502e-10
PPP2R2B	0.794751385988549	0.111163338266246	1
SUPV3L1	0.000335549018221264	0.0009265506693013	1
EEF1A1	0.245843614593239	0.738820537503303	1
HKDC1	0.0104118088395839	0.705526359166247	1
HK1	0.0553427811007243	0.339177541811826	1
TYSND1	0.00611813005831002	0.363809920679774	1
PHF6	0.0109542692243835	0.128789280167756	1
CD109	1.57110621898758e-05	0.970448180392886	1
LRFN2	0.0408146386218427	0.293835503185401	1
UBE2L6	0.859387236612333	0.12149461263127	2.01344134483509e-08
ZDHHC5	0.847555039858339	0.911506474750994	1
MED19	0.433341425134967	0.481509050840671	1
ZFAND3	0.337207150276851	0.250790374339723	1
NPTN	0.0178064079893946	0.06505208209248	1
RAB11FIP1	0.141168273205837	0.303064484317034	1
UNC5D	0.587041579940897	0.287042732067277	1
AIFM1	0.193346012358338	0.0322523100546643	1
MAPK13	0.201498648775459	0.0984815867449466	1.18661986950044e-07
TBC1D31	0.181341972776352	0.699430942169148	1
ATAD2	0.310784542315723	0.354365624619421	1
NSMCE2	0.411250381215378	0.362118279299247	1
PRR14	0.249015337973542	0.41083487637907	1
FBRS	0.996926578122851	0.204759221243732	1
PHKG2	0.532943802701451	0.339177541811826	1
SASS6	0.329520920358809	0.499174344558509	1
MALSU1	0.016595952525009	0.519184084823926	1
VPS8	0.239581617257317	0.354365624619421	1
GALK2	0.692010525280089	0.829870331803484	1
BUB1B	0.252214267199225	0.369976338761913	1
PDE6D	0.180277271192919	0.853047912668327	1
EIF4A2	0.626292893585902	0.994088338219466	0.542296918767507
BRPF1	0.0195332645485801	0.0694834893535557	1
SST	0.420008979973042	0.945109908236898	5.07806586563166e-05
SEC13	0.402596442154961	0.282670603105127	1
EXOG	0.0089177806511378	0.727664348535171	1
NMNAT2	0.0278816666455329	0.637124673331933	1
ZFYVE9	0.479433026602331	0.339177541811826	1
ATP2B2	0.0405407577348735	0.0549852953859921	1
SLC6A1	0.594431504106697	0.12149461263127	1
SMG1	0.402596442154961	0.761296480002007	0.00979246300245087
FCHO2	0.847555039858339	0.419316947256383	1
RBPMS	0.00939431019145962	0.0031136863118141	1
C8A	0.441463746000314	0.750031981357858	1
SYN2	0.996993272939703	0.841441945501886	1
ODR4	0.708671170414299	0.170465732142578	1
CPT2	0.503402192533129	0.509624754672974	1
NECAP2	0.314476964063261	0.369976338761913	1
LRP8	0.777336178380646	0.750031981357858	1
PAXIP1	0.61559418440011	0.829870331803484	1
STEAP2	0.0048828609291045	0.402455548030431	1
SSBP3	0.00322760040459936	0.0288357353325397	1
MMP14	0.000599394460033022	0.0065442004021021	7.60544704912649e-06
FZD1	0.000699018108239706	0.829870331803484	1
GATAD1	0.0213961990339416	0.852444302327436	1
DDX19B	0.100829268949264	0.694548778780357	1
ST3GAL2	0.930927847880785	0.0333289743028434	1
KIT	0.352906882282937	0.125100501967154	1
CACNA2D3	0.653367298215227	0.346718640199318	1
CCNB2	0.212736724871237	0.627107052375523	1
FAM81A	0.0563937282574093	0.0842840627462018	1
MYO1E	0.151494842900789	0.0154005332062763	1
APPL1	0.0218841155923159	0.0160400909873896	1
AFAP1L1	0.112983447835892	0.0401348180845839	1
TSC22D3	0.563300366362057	0.125100501967154	1
VPS26C	0.513156519806033	0.662006203148412	1
DYRK1A	0.563300366362057	0.86468577953023	1
KCNJ6	0.000401831792623575	0.196829648729149	1
ERG	0.871249718616199	0.124359540309029	1
TSPAN18	0.0373897718807786	0.577777777777778	1
SLC35B2	0.714449857456282	0.0039491748157882	1
MX1	0.0447761577778831	0.161409789892606	0.000241215753484135
C2CD2	0.019089096540952	0.0446535740619552	1
TAB3	0.545338674035821	0.269603408140199	1
SLC38A10	0.936921566913605	0.54840747009319	1
ZNF618	0.433341425134967	0.058772583538102	1
DGKI	0.00475030296202021	0.0267352352649872	1
UBN2	0.341091228256431	0.806839866740437	1
BRAF	0.731437037468733	0.65129530509798	1
ACAN	0.36904074503398	0.386007358614507	1
PSMG3	0.0101491482906582	0.402455548030431	9.49534172682584e-08
CABP1	0.318196830411695	0.256956803214887	1
WDR19	0.865314849210451	0.132562024084012	1
FMNL2	0.215612439669658	0.490786109629087	1
GAREM2	0.0474828113026704	0.694518235331194	1.18661986950044e-07
DPYSL5	0.188041103098111	0.0717904623916318	2.7044448832992e-08
RAB28	0.0943449214211881	0.463244705418096	1
PRXL2B	0.451476736301317	0.0160400909873896	1
PANK4	0.221443787928816	0.419316947256383	1
MEGF11	2.9385766860787e-05	0.152454814726334	1
C12orf43	0.249428007372233	0.899765938477385	0.040109737986011
PEX10	0.812265023474445	0.244727996007518	1
RER1	0.0715439325890635	0.377939487321328	1
RADIL	0.105910460768063	0.481509050840671	1
SKI	0.193346012358338	0.233037982273905	1
WIPI2	0.377269446096623	0.783975673771804	1
